user,item,rating
ORGZLNQ8DDNT287G4872G5WEHLMEK,Printers,0
ORG09QDH9DN6BCK6GHYKZ5X7K4194,Smartphone,0
ORG1D01L9L6QF8MNG6B35PPLDW480,Smartphone,3
ORG2KCX5XVLDNQ31F2YEJDCLQTNPT,CCTVcable,5
ORG6ZTG39PCDFD0LZVW0EXGSXXF5X,Headphone,5
ORGE283VHXY85QTF43HLV55L8Q1ZZ,Headphone,1
ORGGE016K2BZVQZVZXS113N5LKWBM,MobileCharger,0
ORGKMF5DPK9JNCG3GSDWKXHQEHXQ5,MobileCable,1
ORGLN4LEWR7X28Z0GLR78S5BBHW40,Speaker,2
ORG64Y8XPH75S861Z41QNKK528NKP,MobileCharger,4
ORGBEEBQMBCZ0CGWF5JWEYTF2Q1P2,Mobile,2
ORGEPJCEMP04QDRTZE0NNLMD1HH20,MobileSpeaker,4
ORGFGM0XT0M9QQSV4LQKQ4LDR5B4W,Smartphone,4
ORGNR1L757MD08ZCGB4EN3T7KKXCF,MobileCaseCover,3
ORGXPSHH7MTEB8NQ4YK1Q80QHYC01,MobileCaseCover,4
ORGXTMLBK7Y7PDRV4G0R1WK2MXKF1,Pendrive,3
ORG0ZQXEBRGEPC3HG00G7EGNF2LEQ,Headphone,2
ORG1QHLF40T3F8HZGZEWZL9CY4QLK,Smartphone,3
ORGEEW3056DQJC6N4C5YTNM28H62E,Mobile,1
ORGFDNJ8Q852JQXR4ZCEH1T3JX47M,Smartphone,4
ORGL8XLYRXC72DN64L0XPVLWNT34R,Smartphone,0
ORGLML44TC0NPQZPGVR08FCTEML95,MobileEnhancement,3
ORGXH7BSY086TDJWF6KPMGTYXV39M,Printercartridge,2
ORGZP4R97DQX28SPZQZ7B0H2Z7VX0,MobileCaseCover,3
ORG03PY1CD41TDNPGTVZPBBJBJBR3,Smartband,3
ORG68T6M9CDPQDLRG90MLQTKVTX56,MobileCharger,4
ORGB9B1FFJPDT84MFEDWWJGFKKM16,MobileStandAndHolder,4
ORGG8B35M0J8SQR6FTHEVYGTXDWXB,Headphone,4
ORGZ4MME4TF1BD0N4JL9SZFMT1TXG,MobileCharger,2
ORG02JR0M1TY2Q5YG3340KC27M8Y4,Smartphone,3
ORG0G81QGY2GBQ1KFHQVNQMSBGB0W,MobileBattery,4
ORG2RB9YL7G12DRLFTYPXH141ZT7V,MobileScreenGuard,3
ORG7S9EXNBMWQQ6WGPWK2GR0043XZ,MobileCaseCover,1
ORGBH8RR7T9KNC4FFFNQ81LVLS20D,MemoryCard,2
ORGGPHH4V0Y2FQVHZW4D2WSJ8HPMY,MobileCable,1
ORGKW52FSM9XFCRWGV2YH13L7MTXQ,MobileStandAndHolder,2
ORGLML44TC0NPQZPGVR08FCTEML95,MobileCable,4
ORGNGH2DDR00XQ5RZPN465WFCS398,Smartphone,0
ORGXC4MB46HY28L4FVPRC0G6W5GT2,MobileBattery,2
ORG00C9XFL4KFCLC4PRJSQL2YSKFG,Smartphone,5
ORG0WCX2TWSLZDD84ECLMTJ0C79F3,MobileCable,2
ORG6BN2PJKZZ5CM3ZTYKF0KC8CT8K,Smartphone,1
ORG6F8GK7MW9BCWMZ8HNDF46QCEJ6,MobileBattery,1
ORG7NST3ZFESJQZPFMHXLSJ7FYL0B,Computercable,0
ORGB7JGLBMSJV8H8F1F9NC2K7JKGZ,MobileSpeaker,2
ORGK6V4FK1770D0D465KS7P3FTDNB,MobileBodyPanel,2
ORGKZ3QZHWS108X3FKWJWGQ3RYY65,MobileBattery,3
ORGLPB01HF97CQ6YGTE9XB7C12L0Y,Mobile,4
ORGLZKHQTD5TXDZYF7PHXGRVB6GGW,MobileCharger,2
ORGXWN45D2R1TCSG47MDKPMKHQ6GW,Headphone,2
ORG6GYBZ3GQ8JCY2GDL32MD1X9M11,MobileScreenGuard,5
ORG75ZW7T4QBSCW5GD0YRN3W1DR3P,Smartphone,3
ORG7FBNG7ST0Q8Q2GY2DCDS4WCPCK,Headphone,3
ORGEYPTBZCJEPDPM4X8SQTBHCKRBJ,MobileCable,0
ORGFTV8MQJYJ2CME4B310H30Y9V9Y,MobileCaseCover,4
ORGGZY6JPPQECQDZGYZ81R37CB7S3,MobileCharger,1
ORGLK9H09JWSZ8FLGQXBVF441T9J5,Headphone,3
ORGNC8N476ZP58444L7FZ01CWMYN8,MobileSpeaker,3
ORGNV65CYLBGCCVG48BLLL2EJ89DR,Mobilereparingtool,4
ORGZQ8ZRSLMZFC0SGPBDT636HW7BX,MobileSpeaker,0
ORGZXTD6QZ2ZJQ4XGEGPSDXH845GK,Smartphone,0
ORG02PQW8WTB0QX3FWTFPNPKQQP04,Mobilespareparts,0
ORG28B5YJZNSJQGTGY2J1JCFY9C6H,MobileCharger,4
ORG2NGV79HWYNC2LZGSQ9KGPT7P7D,Mobilereparingtool,5
ORG4CWZS4RERMCCTG1ZJ18V4ZKWSW,Mobile,3
ORG4L5BPPXSF5D09FVVZZZPWV8G8W,Smartphone,4
ORG4RB040KZETQ6NG082CB90ZKXYP,HardDrive,4
ORG7LFZWP1K1QDHDFLCY4QCZV3Y31,Headphone,3
ORGMMD17QL41S81WGM7MN2FWJECEP,MobileScreenGuard,2
ORG2BD9KG4CX086GZNN0NE81DJVBN,MobileCable,4
ORG45NPKPS2WBD3YZ7T0NLK95K87N,MobileCable,1
ORG60GYZBBWS2QB7GL2BHNF5TVKT8,OTGPendrive,2
ORG75VZLC5D7NQC2ZC8DFPZ79F14M,OTGPendrive,3
ORG7GZQZY0KPMCTL465VCN1J7R9X6,Pendrive,0
ORGB8E8LK9CHTQ12FSM16QHCKXBN8,Smartphone,4
ORGF4KTW3123MC40GCXCRNP7F4ZLT,Smartphone,3
ORGFV7ZPWWEN58HNZNHVHYQ7606KL,Mobile,4
ORGK56S5WX7NCDM7Z5PZWKH3FJ1C7,MobileCharger,3
ORGND0RVYG8W08Q2ZM0REZPQRDX5L,Smartphone,3
ORGZ81KTJ42TQ8G0FVKXV0MV6X4NN,Mobile,5
ORGZL1Y3J2Y9PD3Z4MTV5W6KTWSVB,MobileCharger,2
ORGZMH29RG9SVQBLF391BGBD1RM90,Computercable,2
ORG22SWXQJGTMQNL4JB8KP5002Y52,MobileCable,4
ORG28EWMZMC0XCMW4DPVYZ1JWX8FK,MobileCable,5
ORG41WLH4XF6Q85XGW2ZF3EP6XLW5,CCTVcable,2
ORG740PZ9TRQ2CQYZQ5MGW0JFD09M,Smartphone,4
ORGBQ977D4J5VQQ2ZWVBEVE9D6KVK,Hairdryer,2
ORGEBJSKSY475C9YFBMSGXMVTQ23M,OpenBoxSmartRefurbishedphones,2
ORGK7RPH8HTHX8CMZK9KQWD1FVWNH,Mobilespareparts,4
ORGLE65931Q70C394CVGWYLYHGZLK,NetworkRouter,2
ORGN90XQZSPGB87XFT0JVW4EXZZ02,Headphone,4
ORGNYR5DGQFG5D3ZZDQZQSD7HV9QJ,MobileCaseCover,2
ORG19MKGKQP0NCZG4DTQLSDEFR4S2,MobileCaseCover,3
ORG23Z1GK57MVDPJ4VY5W41VMFHE0,Smartphone,4
ORG25J8Z2KNEQ8EZF7Z2PBP8X5NVQ,ComputerSwitches,4
ORG7XP1TZ8G2VCFR49CTC923WP555,Mobile,1
ORGNK22PFWX1ZQNMZE5VSWH0HB30B,Musicreceiver,5
ORGZMN1B8EN3T8JMGC0EM7CXXHD7D,Smartphone,2
ORG2GKXGGRSVNCCQZRJN1B4VKTSKC,Headphone,3
ORG4P9S13DK5XDK4G4MC3HQJX78HH,MobileBattery,3
ORGBG9HP4697J8MN4N9RVVHSVL5CD,Spycamera,1
ORGLPCFSMZ0ZP8K1GNGXRWHS2FBTS,MobileCharger,3
ORGNHPDPBPGMMC7ZZ0C5JQ1NFY5FF,Headphone,5
ORGXKSEHL35E2DBDZL41JKKCHYX00,Headphone,3
ORG0D93ESBDEMCG04B1WYLJEXMV9Q,MobileCable,3
ORG1H03EF5JFJC6EZNNHVKWWM9ENL,Mobile,4
ORG22EHYMGBRBDR2GRD4MG4JBLM94,OTGPendrive,3
ORG6YV8WC1DDJQK2FPG7X6WQW8CLN,Smartphone,1
ORGEZ85BNDH30C6SZ62P11SRRR1KH,Headphone,2
ORGGQX17XYNB0CCS4475X5HYB5143,Ledpanellight,2
ORGKB3YV01MLX821G400EK1G4TB4R,MobileCharger,4
ORGZNRF9KRNSM8VXG381TPMR4Z27H,Mobile,1
ORGZVH11QGN8T8B3GSVHKZPLS40CD,Smartphone,3
ORG4EKNRXSJ32DN0ZPNJ1WMM6SZ5L,Mobile,3
ORG4R53XBWCXS8Y2FBB5F2W10GLNL,MobileCable,2
ORG74NBH467BNCF94LJQH9SDQY12N,Powerbank,0
ORGBBJZ48T0GQCSDGSNBM26Z85E7G,MobileCable,1
ORGECMD4D0DS0CYCG5T28E83LZ909,SmartWatch,2
ORGKE6B20Z0NXDMF47R3078HL7NRK,SIMAdapter,2
ORGM60FJHZLCQDZ6GGH42M07RRQ4G,Headphone,2
ORGNKS9XFBP1CDS9GESFPFMQZ6X34,Mobile,4
ORGNQZ8GYC72ZQCF4B11PX8C6BSRS,Powerbank,2
ORG0699TJXY2B89CGF4QM3YHGRR6X,Headphone,3
ORG15S4WHNMDJQ85ZJWS8QC7JKDWE,Smartphone,4
ORG2PKZGZ0CM58K0FVLSGS3H5W8T0,MobileScreenGuard,0
ORG4Q0RBPT87NDFSZZ603NTBLR8Q5,Speaker,3
ORGB3JC5K963CQPS43779YG7L9DSR,MobileCharger,5
ORGE4BPMJ77EPC9S4ZC3YS5DBVX7N,Mobile,0
ORGFQ8GNT71WSDPFGCLBHGKEMQWJ6,Mobile,1
ORGGPYXW07N60QBFF450LZ1XKL8TB,Headphone,2
ORGKX7FNQKXHZQQJG6D3V00F18449,Headphone,2
ORGMD1WV07KYFCNX4DBG8833BF1KP,MemoryCard,1
ORGNEE0FDE8WFQJ5Z2YD0FQE20DDG,MobileACCSelfieStick,1
ORGXB4FJNJFTQC01FMPKX2KSBJJ5S,Mobile,5
ORGXHJD7W73V5846ZXDJ107TQR7NF,Mobilespareparts,3
ORGZ0W195Q95BDN649P6BE7T2V4QZ,Speaker,1
ORG0923YE1EH0CXE4PBGF6BPH24XC,MemoryCard,1
ORG0ZBXT6TTBVC2GFG4C5Q026SDTJ,Mobile,1
ORGF2MKGJZS0NC6T42Y3HM7Y1MTFB,Mobile,1
ORGGPHH4V0Y2FQVHZW4D2WSJ8HPMY,MobileCharger,2
ORGGYBN6KK5R08LHG2LTHVFEMXZ67,MobileSpeaker,2
ORGNGXCE201JM8TQZ7LZ435W9QT2Y,Speaker,3
ORGZ0XBKPZKZ0DTXGC913GW3HQ0F6,Tablet,0
ORG1TGQG6RXH5DQBFE9007VD3NGB1,MobileSpeaker,3
ORG2M78HJEWDVCNRFGY3VVJQH9C2H,MobileStandAndHolder,5
ORG43QJC2YL8VCLRGS7KZ4F5EH1QR,Mobile,3
ORG4SZQTLQ5XJCMX4PX4319ZQ6RZG,MobileScreenGuard,3
ORG6W09VDQKSNDQQZMGZX0KR0550V,SMP,4
ORG7ZPGDBS21CQ794CM9MJ5CMNXNP,MobileScreenGuard,1
ORGE0864ZP7ZNCK9FYRTXEBZ7VNMP,MobileCable,2
ORGE8CVJBM82CQLFF1HEQ2J3J4RD1,Headphone,4
ORGFEXVJMHF35DNDZCWHK874TG8MF,Smartphone,4
ORGFWEZ3FM9T0DTRF568V2S718SGT,Mobile,1
ORGGCTY87K4W2DY2ZENH9GGZ4Z3J0,MobileCaseCover,4
ORGK2PC0LTWLQDR1FBZJWP4RZ5Y8H,MobileEnhancement,5
ORGL4TQRJJJEMDLZF2EFYCNV2FNFF,Mobilereparingtool,1
ORG0VRNBK04HQDLG4K7MRXRECXPZR,NetworkRouter,5
ORG1YJ6LKB4LSCHFGD01HG6P5B9W3,CCTVcable,1
ORG479PF8YJ65D2SFM913XSN7FGZL,Pendrive,2
ORGBZQ9KNHHG5QQSF2V2LKDK8N0P4,MobileCharger,5
ORGG8YF8KM2W0DCXZXPMXLS4ZPP8Z,Headphone,2
ORGKV0BSYGW1FQEVGS2T2K32F7QBF,MobileCable,4
ORGMWF6SMHKKMDK3F73EBGNRXEN69,CCTVcable,5
ORGN78LDHRSQBCHCFB6CM6Y3PFMTR,MobileBattery,0
ORGNB1HLXVT6S8NKZ65VWYN9Y608X,Mobile,2
ORGX8WNKR3Y6N8J5ZSERFV2BSX71F,Mobile,3
ORGXFGW5K1V4MCNCZ387VLFZ48MWT,MobileCable,4
ORGXX6T347DZ0QFK4MMG09M4DRH42,MobileCable,0
ORG1C3CLTFZVQDF84JZW83DE8MYGL,MobileCharger,2
ORG2XKW0FZYJPCNPZ0Q5Z2G08BD7Y,Smartphone,1
ORG4JGM9LDX5FD444QFN9DV164JBV,Mobile,0
ORG7SP5JE304Z8X1G3EG0L75HDF57,MobileCaseCover,2
ORGEFCMNZJD75DNJFQ0YR9LKQQSNM,Headphone,1
ORGKJGKT3XXLJD9FZJT29SL57PDJ5,Headphone,2
ORGL27JTP9YSXD8YFZKW4FM22T0DY,Smartphone,4
ORGLX1YYC3Q3S85JZ9VFV86YWGBEN,MobileSpeaker,4
ORGMK9XVPMJYQQGVFSM6P2P4PQ3GD,MobileCable,1
ORGMY0647PCCVC8KZ4JNC9TC5RMZD,Powerbank,4
ORGXB3572TRNSDHYG89W20WSV9NDW,Smartphone,0
ORGZVRPZP4CNJ89XGQ74P3WH4L9FN,Ethernetlancard,5
ORG00G54805FN8Z6GHYGQRMLLT4PG,MemoryCard,1
ORG2THF9H3200D75F4G2KQQTX1Y9H,Mobile,0
ORGE6SB0WBRET8Z64P72S2NMX7EGP,MobileBattery,1
ORGKK8YQW1F2NC5LZY7858JZHD31T,Speaker,2
ORGNXDQPM07T085GZR0VK2KL9ZDVX,Headphone,2
ORGZ05P3Q6Y30CBHZ7JCGQHF17G9Q,Mobile,3
ORG46B0HVXRX5D8KGVTG1DEK6G5BX,MobileCharger,4
ORGBKMNFC4NWTD624Q3Q7HZCVJD8K,Smartphone,1
ORGBN82KZ62WTQB0Z63S48T19M54P,MobileScreenGuard,4
ORGL51TFKKYBPQSSGKSX9KX00MMNW,Headphone,0
ORGZGXBP0X2NM8S1ZSD220M5BVZ1X,Smartphone,4
ORGZRRLCMFMESDE3GQ4SDBBE63M6W,OpenBoxSmartRefurbishedphones,0
ORG1J4JTYEKCQQGSZ9HHTVFJLK9XZ,MobileCable,2
ORG7ESZG1E6HSQRXFQJRY618WWNH9,Smartphone,5
ORG7RNW32BT7FD0QF0PKTN6WJVBQY,Smartphone,2
ORGB9QP0W0VFVDF040R2PZBWHW4CT,MobileCaseCover,2
ORGBHRYLDQC6JDJ2Z43L315KGBMX8,MobileCaseCover,3
ORGE99XGWE4LSDYXZTFGLR7DVC47P,Smartphone,3
ORGF737983VM5803ZKJFFFH9861HL,Printercartridge,0
ORGKQVCKJ0BP2D61GZSPF587G2NDQ,Headphone,0
ORGLSWSLDV4FTQCGZ5JCHD0KP20M7,MobileStandAndHolder,3
ORGMKWLVES85JDT6FS893Q1MX3VVZ,MobileCaseCover,3
ORGX380M50W6XQLGZW5QNCNC6DPT0,Mobile,5
ORGX7SE3EFLRC8XZF7VTNWR8J8ZT6,MobileEnhancement,4
ORGXGWEZKXP2SCM5FT1SQZZFWXDT0,Mousepad,0
ORG43H9NC92GXCMDGL012ZV697JRP,Headphone,2
ORG7S9EXNBMWQQ6WGPWK2GR0043XZ,Mobilereparingtool,4
ORGKRYGP4C29JQH0FK64L8M10VBVG,MobileScreenGuard,1
ORGMCC11DJLDNQJ44HWZFW282LGZ5,MobileCaseCover,2
ORG02M93JEW7SQ1CZHL2TJQYTSR2H,Headphone,0
ORG05XSW34P108DT42T6PWKEPR7HZ,Pendrive,2
ORG4672DY56HXDK04H7DEPB7WMS9L,Smartphone,1
ORG4XQN3PYXYJDP1F7PS03EWVRGD7,Smartphone,1
ORG6GWK5YBC9JDYCZK8073QG4S1Y6,MobileCable,3
ORGF2HSVFEYQB8GEG2Y5KW8KDNNBQ,Mobile,3
ORGL4TQRJJJEMDLZF2EFYCNV2FNFF,MobileStandAndHolder,1
ORGM46GT0P9HQC0GFTC3CT1ZNT1X0,Mobile,3
ORGNGDQDHDC4PC0NF08T0CJFN8GSQ,MobileScreenGuard,4
ORGNZ35B9BTY28YFZ7YG42S42VRXC,MobileCharger,1
ORGZS94ZDDH2MDXGG5CKR0JKV34B9,Headphone,5
ORG1F2S9MF9ZQDP4ZN83DLLXLZSKQ,Mobile,4
ORG2XQKC9NT4CCL2ZXJG9YCXMLY6K,MobileCharger,4
ORG6EVRFHQ7CBD89FFPEKZH6K2E2F,Mobile,4
ORG74XYJ06YFM8JQGBL7Q33HCGPKF,Ethernetlancard,4
ORGE7K6P1SNH2QZHFBE0V1LJKGBJT,LaptopSkin,5
ORGEBG8ZTJP3SD7640SPP6NLRZ98H,SmartWatch,1
ORGGJVEQ6JE0P8TKGF2W4S1J6FE3H,MemoryCard,0
ORGL8BWVZ57RNCNT4S4QPN8YZ3F9C,Headphone,1
ORGLGZWK7813MD00GNZCEGJ3XS4H0,Headphone,2
ORGNR5MMKRB4NC654NXDKHYC5EYFP,Smartphone,1
ORGX8CZVMKFFF8FRFDFNQDGSJ5JTD,ComputerComponentsCooler,1
ORG18BNB8XGPPDHDFB5RJ6VNCBDDR,Headphone,3
ORG2F1B19DCX2DDHFXHJX4ZSKVYGM,MobileScreenGuard,5
ORG6PF9DNFMDFCL94GVVX1DF3ZX8Q,ComputerKeyboard,3
ORGBWJDMCPC1VCH94M94N1E8BCKSC,MobileCable,5
ORGE02FBXE6CSQKCF8DFNT9WQ4KBX,MobileSpeaker,2
ORGFDRMQS4BN08X94848MCC3V9FGT,MobileCable,0
ORGFLGL594EBP84QGFRFCH3WVYQP1,Headphone,1
ORGGWED9DETD0Q8B4D3E3NTD77FEV,MobileCable,5
ORGMNPNCL7LGCQ6RZ0MVLYSXY1PGS,Headphone,2
ORGMZCMSQCNJFQFPFWYDGN5DFK1GL,Trimmer,1
ORGN30H876VWNQE14ST7M62WMV0E4,ComputerDVDWriter,2
ORG1MYTQ58V0NCJSFPQ5KQQ4VJ266,MobileScreenGuard,1
ORG7S6WP1WQKT81MZQJ5K2JREBQQB,MobileCable,4
ORGBN17BEQ3X2QNJG7LY6HRS6FPX7,Smartphone,1
ORGECH5CEGGVBCCHG0MQ4WQ9SRM8V,MobileStandAndHolder,2
ORGGV3E42EKN5QM6F9ZH8W7VNDW3C,MobileSpeaker,3
ORGLFQ0SXZKQNDNNZ49P567G3NNB5,MemoryCard,1
ORGM8KYV06CSBQDT4FQEL9T786TB5,MobileSpeaker,1
ORG02FJ1RZMZ0DX4ZC1JC46HMNCWS,Mobile,3
ORG1K4SRNN1QBQMHZEDG1EQF3CE0C,MemoryCard,4
ORG1XHD6801BNDLSZPYWDY97WZEJ5,Headphone,4
ORG4HWGXBM3JBCX8GJXLBZQD2LV8N,MobileCharger,3
ORG4JGM9LDX5FD444QFN9DV164JBV,Headphone,5
ORG4Q0RBPT87NDFSZZ603NTBLR8Q5,MobileCharger,1
ORG6VJ4R8XYLBDCE49FCC1KWQMPPF,Headphone,4
ORG74HF2Z0RPJCXG458VZG9P0J6Y8,Pendrive,1
ORGBT4J3709PMDJQZPZ494EXVZS1K,Mobile,3
ORGBZPML3S0R0QP2GFBPS4KJY3CEV,Headphone,1
ORGEK4V70S1PPQZYGPYP1YP33CHN8,MobileCaseCover,1
ORGK41PPT5V608JWFQT0TRVLKZR2T,Mobilespareparts,0
ORGL4TQRJJJEMDLZF2EFYCNV2FNFF,MobileCaseCover,4
ORGM08YNXYB4CDL8G4LKRV1VSELLJ,MobileCharger,4
ORGX539Y09RFCQ3PZ59E0JPBPDYYG,MobileCaseCover,5
ORG4FMLN60PZQQBR427LQ4BBEX0ER,MobileCable,3
ORG7PE198HXSSDC2F077N30MNB2HP,Mobile,3
ORGBNSR0FQBKX8TV4ZZE9WFGS73B1,MobileCaseCover,4
ORGKNLK7H5MVXQQJGYSQFQ1K9W6N4,MobileScreenGuard,4
ORGZFCTV7ET2JCNCGC13LX7JRLVSP,Smartband,2
ORG0EGTW0XGFPDKGFNRYR8QED7LSE,Headphone,0
ORG0FN6YDLJ62DKHFSR730WZ0DB4C,MobileScreenGuard,1
ORG2L987LM84ZDD248B8FQM07VBWV,Pendrive,1
ORG64BLLN6C15CYV4MDEP763NJB54,MobileCable,2
ORG7FE6P3BMEB8H5ZVGFPVF7LE3P7,MobileEnhancement,1
ORG7HEYF8ECFBCQP4Z06GBQGR9VJG,Pendrive,3
ORGER5YCB1JNXC95F1QZKELJXZRZL,Smartphone,4
ORGK2YZL94V0FCJKFQGJKYQ23KPNB,MobileCharger,4
ORGZHYCCFS1CP8K943NTQREELRLLY,Mousepad,2
ORGZJM8VFBGHM8E2ZDVE7KCLBKK9X,Headphone,1
ORGZQ6D39M1GFQ7RG31Z5VZGG4DPK,Mobile,4
ORG7QJP7XQ9X088LFPG0C0PWPBB3G,Mobile,3
ORGE342D0EY7MD4Y4ZTZRL6DSZSZ1,MobileCaseCover,4
ORGEJKLBYMXJPQ5PF4HWHLN688TQN,Mobile,1
ORGX8NECG3P9V8YJGYKDJ3GJBHNY3,Mobilereparingtool,3
ORG2PB9YVX8DQDFG4EK7EVF5K21HG,SurgeProtector,3
ORG4389H0PT0VQD9GYFBJVHRW40FZ,MobileStandAndHolder,3
ORG4C0CX2C0KB84K4ZK6LNC55E8VC,Smartphone,2
ORGFZ3RKQT3QVDHZG1QBC592M43YV,Mobile,2
ORGG3D1CCBCLNCF6ZE60KRT7ZZE7D,Powerbank,3
ORGLH53X7HS6N8NCGF4FXFMEJT33H,Mobile,1
ORGXXFRCB2M6JCR0FEJN7DQZ5713V,Smartphone,0
ORG20D1GTEJE5CK3G2JF6Y3VS3NSH,Headphone,4
ORG23LBQ0QQ2CDX2ZZ19P88Q9QYX5,MobileCharger,1
ORGF3596KRLSJCFD4VV2HV2R379EQ,MemoryCard,3
ORGF8LN3MHQFP8TGZ95MK1C7YVGF6,Headphone,0
ORGG8YF8KM2W0DCXZXPMXLS4ZPP8Z,OTGPendrive,3
ORGK9GY8Z7DQNQ80FGPN1Q5M9LV2E,Karaokemicsandplayer,1
ORGKHMCQBSTGBQX541KFNXDBWW2X9,MobileCharger,0
ORGKXWJSGW3KTDS8ZRCHX418SJHDB,Mobilespareparts,4
ORGNYR5DGQFG5D3ZZDQZQSD7HV9QJ,MobileScreenGuard,1
ORGZVH2C6Y6J5841GPWBR0STWPPD1,ComputerTVTunerCard,3
ORG0B5R4FS8TQQDKZ18K1GJFGQH82,MobileCharger,4
ORG0VXFBTN06BQ9SFERFZ1N3KNZKM,Pendrive,2
ORG2KYD3CY58Q8GMFN7F12L7BYP97,Mobile,2
ORG4DN29CSEKJ85V4TL8FWE4MY8DS,Headphone,3
ORG7CMVMLTK6JQBBZJCRHZFD8MVWZ,Smartphone,2
ORG7FE3X1MY85DD8ZW23EFFT7V5QY,Headphone,4
ORGBHJPKS56KBDKTGGNPB1NM6GXSW,MobileCaseCover,3
ORGK321XVB76JC7JZ3TM0WLCQ2WVC,MobileCable,3
ORGLQL6HJYGTV8VM4TB7QBRQ0PR53,Mobile,4
ORGXWYZ5ZWSXCDJ84J60M3W7ZVWRV,Powerbank,4
ORG02JR0M1TY2Q5YG3340KC27M8Y4,MobileBattery,3
ORG0D93ESBDEMCG04B1WYLJEXMV9Q,MobileCharger,2
ORG26M1W49K7B8M3FPWDCGLFXDVPP,Smartphone,3
ORGBWE93NVDPZC6H46YL4Q3DM734H,Mobilespareparts,4
ORGEBY3T7G9KVD0GG3NMB0QWV9H2Z,Smartphone,2
ORGEL1HSKFREQCTPFEN9TR7EW7MLJ,Hairdryer,0
ORGGK90J9R5K0Q85G3T732KE10893,ComputerTVTunerCard,2
ORGKE5H0DMTCBCVY4VFT74HYRFNFS,MobileCable,0
ORGL4HFDWC73M8J5FFK93H9LS7R1H,MobileCharger,3
ORGNHBQ2BQ580Q5TGZFRB5W05DD46,Smartphone,2
ORGZHYCCFS1CP8K943NTQREELRLLY,MobileStandAndHolder,1
ORG6W09VDQKSNDQQZMGZX0KR0550V,Pendrive,1
ORGGWL33TETBVD35FSZ18VJSERD6E,MobileCharger,4
ORGL97THY81T0DWEG9S87SP0R4BMB,MobileStandAndHolder,4
ORGN90XQZSPGB87XFT0JVW4EXZZ02,MobileSpeaker,5
ORGNP8580G4HC8VH43JH2X5E4KBEN,Speaker,1
ORGXL7RCJYB6XD4ZG7D2621MYVGGQ,MobileScreenGuard,1
ORG440CC05XC0QXLFPJJ8Y994ZG3T,Ledlantern,2
ORG77SL7FKNMF84DZ61L5Y434EWZL,Mobilereparingtool,2
ORG7E3TZT9YJ0Q88ZGWHMPHD5WRZX,MobileCaseCover,2
ORGB634WRQHN58KNZTP5VWDGFT135,MemoryCard,4
ORGBBQCWFQHMJDTB4L8202EDZH2XZ,Mobile,1
ORGE71NF6676QQLYZ60GLGYDXEYVH,Mobile,3
ORGEW29Y6W02QDVM4FLPK35XVYNP8,MemoryCard,4
ORGF3ZRZ9KGFJDP1F0LYYPZ5YV9HL,CCTV,3
ORGKQ7L5C6JLT8TNGXVSQZMNEYGNM,MobileCable,2
ORGKXY5WPQR1XC79F7NP5221SLQNB,HardDrive,2
ORGZF9EZWKTC2DRPGH7ZG6HE8L0H7,Mobile,2
ORG02PQW8WTB0QX3FWTFPNPKQQP04,Mobilereparingtool,3
ORG6M0DG695WQDH8ZNCP5ML6QP7Q3,Printercartridge,3
ORG7VJRFJD35S8J1FCWJ1FJWXZ2EQ,Mobilereparingtool,2
ORGB2NEB6M4WMC134LLTQT8GDQBLY,MobileSpeaker,4
ORGBWG2N0R34CDPCF1S3SVFFDR9WS,Mobile,1
ORGF3ZTX1K3PVD1D4Q8M9H8Y1TDPE,MobileCable,3
ORGL4XDZFSETFQ0N4JT5Z11D8G7NC,MobileStandAndHolder,2
ORGM1H67EBV1NDDZZMVL75V4G8514,MobileBattery,2
ORGZ4JT8W6ZWXCH0ZCGLH27PHXHW5,SmartWatch,2
ORG74NBH467BNCF94LJQH9SDQY12N,Smartphone,4
ORGBTBERCGQ6M8JM43ETNGH75X9NN,Mobile,3
ORGFTCQQ398HXCGS4ZGJKXCN47LP4,Headphone,4
ORGK321XVB76JC7JZ3TM0WLCQ2WVC,RAM,3
ORGMJX91YB3BP8WGZGNZYDBZGQ76B,Powerbank,0
ORGND0RVYG8W08Q2ZM0REZPQRDX5L,MobileCharger,2
ORGZYF6NX3NNXQS7FJGT6SBBF113E,Pendrive,4
ORG02JY5G2W2SD3ZGR3W5DKS4YH3D,Smartphone,2
ORG0LTH42ZJ8B88RFE9G5ZPL5ZFBB,MobileCable,0
ORG1HCT7R8Y65CMQ4KXJL1YYDTESB,Computercable,3
ORG1Y6KZCT0XVDLVFB7HTEDD7GLZV,Mobile,3
ORG4Y74RS7E3X8HPZRMFYE7RL185K,MobileCable,1
ORG7JW8Q476MCC5NGMJX6WMJNPDKB,Headphone,2
ORGK94358J1ZSQLLGF5BKZ6SYXXQV,MobileScreenGuard,1
ORGLQW32N9DGNDW24WP6MZ03Z23GS,MobileCharger,1
ORGM2V2M007RFD7YFS7KJCH8XYNYY,Headphone,2
ORGX74E2HYQ4MDMSZWLTWRSPSKTKD,Mobile,4
ORGXBVY3D6B9BQY1FE912DWH4KKH0,Smartphone,2
ORGXCTBH59RZ0QPTF7JFZ8HN56FL2,USBGadget,3
ORGXYN6P97SVN813ZCPQP2DGLZ5FZ,Mobile,3
ORG2LTQP0BFXSCPVFWWLL02KWCWK7,Solderingironkit,2
ORG4389H0PT0VQD9GYFBJVHRW40FZ,MobileSpeaker,2
